parent_chembl_id,parent_name,parent_smiles,fragment_smiles,fragment_clean,n_atoms
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,[14*]c1ccco1,[H]c1ccco1,5
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,[14*]c1nc(N)c2cc([16*])c([16*])cc2n1,[H]c1nc(N)c2cc([H])c([H])cc2n1,11
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,[5*]N1CCN([5*])CC1,[H]N1CCN([H])CC1,6
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,[16*]c1cccnc1,[H]c1cccnc1,6
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,[13*][C@@H]1CCCN1C,[H][C@@H]1CCCN1C,6
CHEMBL4,OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[5*]N1CCN(C)CC1,[H]N1CCN(C)CC1,7
CHEMBL4,OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL4,OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[16*]c1c(F)cc2c(=O)c([16*])cn3c2c1OCC3C,[H]c1c(F)cc2c(=O)c([H])cn3c2c1OCC3C,16
CHEMBL5,NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL5,NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,[9*]n1cc([16*])c(=O)c2ccc(C)nc21,[H]n1cc([H])c(=O)c2ccc(C)nc21,12
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[16*]c1ccc(Cl)cc1,[H]c1ccc(Cl)cc1,7
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[8*]CC(=O)O,[H]CC(=O)O,4
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[6*]C(=O)n1c(C)c([16*])c2cc([16*])ccc21,[H]C(=O)n1c(C)c([H])c2cc([H])ccc21,12
CHEMBL403,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[13*][C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,[H][C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,12
CHEMBL403,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL404,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL404,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[13*][C@@H]1N2C(=O)C[C@H]2S(=O)(=O)[C@]1([13*])C,[H][C@@H]1N2C(=O)C[C@H]2S(=O)(=O)[C@]1([H])C,11
CHEMBL404,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[9*]n1ccnn1,[H]n1ccnn1,5
CHEMBL8,CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,[5*]N1CCNCC1,[H]N1CCNCC1,6
CHEMBL8,CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL8,CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,[15*]C1CC1,[H]C1CC1,3
CHEMBL8,CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,[9*]n1cc([16*])c(=O)c2cc(F)c([16*])cc21,[H]n1cc([H])c(=O)c2cc(F)c([H])cc21,12
CHEMBL9,NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,[5*]N1CCNCC1,[H]N1CCNCC1,6
CHEMBL9,NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL9,NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,[9*]n1cc([16*])c(=O)c2cc(F)c([16*])cc21,[H]n1cc([H])c(=O)c2cc(F)c([H])cc21,12
CHEMBL405,AMPHETAMINE,CC(N)Cc1ccccc1,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL405,AMPHETAMINE,CC(N)Cc1ccccc1,[8*]CC(C)N,[H]CC(C)N,4
CHEMBL6622,ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],[3*]O[N+](=O)[O-],[H]O[N+](=O)[O-],4
CHEMBL6622,ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],[15*][C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2[15*],[H][C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2[H],8
CHEMBL6437,MIANSERIN,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccccc3Cc3ccccc3C2C1,20
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,[4*]CCC[4*],[H]CCC[H],3
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,[5*]N(C)C,[H]N(C)C,3
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,[5*]N1c2ccccc2CCc2ccccc21,[H]N1c2ccccc2CCc2ccccc21,15
CHEMBL406,INDAPAMIDE,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,[16*]c1ccc(Cl)c(S(N)(=O)=O)c1,[H]c1ccc(Cl)c(S(N)(=O)=O)c1,11
CHEMBL406,INDAPAMIDE,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,[6*]C(=O)NN1c2ccccc2CC1C,[H]C(=O)NN1c2ccccc2CC1C,13
CHEMBL407,FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,[14*]c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,[H]c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,17
CHEMBL408,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL408,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,[13*]C1SC(=O)NC1=O,[H]C1SC(=O)NC1=O,7
CHEMBL408,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,[13*]C1(C)CCc2c(C)c(O)c(C)c(C)c2O1,[H]C1(C)CCc2c(C)c(O)c(C)c(C)c2O1,15
CHEMBL409,BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,[8*]C(F)(F)F,[H]C(F)(F)F,4
CHEMBL409,BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,[1*]C(=O)C(C)(O)CS(=O)(=O)c1ccc(F)cc1,[H]C(=O)C(C)(O)CS(=O)(=O)c1ccc(F)cc1,16
CHEMBL409,BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,[16*]c1ccc(C#N)c([16*])c1,[H]c1ccc(C#N)c([H])c1,8
CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,20
CHEMBL13,METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL13,METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,[4*]CC(O)C[4*],[H]CC(O)C[H],4
CHEMBL13,METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,[4*]C(C)C,[H]C(C)C,3
CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,[7*]C([8*])CC,[H]C([H])CC,3
CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,[16*]c1ccc(O)cc1,[H]c1ccc(O)cc1,7
CHEMBL267936,MECAMYLAMINE,CNC1(C)C2CCC(C2)C1(C)C,[4*]C1(C)C2CCC(C2)C1(C)C,[H]C1(C)C2CCC(C2)C1(C)C,10
CHEMBL14,CARBACHOL,C[N+](C)(C)CCOC(N)=O.[Cl-],[5*][N+](C)(C)C,[H][N+](C)(C)C,4
CHEMBL14,CARBACHOL,C[N+](C)(C)CCOC(N)=O.[Cl-],[1*]C(N)=O,[H]C(N)=O,3
CHEMBL16,PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,[13*]C1([13*])NC(=O)NC1=O,[H]C1([H])NC(=O)NC1=O,7
CHEMBL16,PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL413,SIROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,[15*][C@@H]1CC[C@@H](O)[C@H]([15*])C1,[H][C@@H]1CC[C@@H](O)[C@H]([H])C1,7
CHEMBL413,SIROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,[8*]C[C@H]([8*])C,[H]C[C@H]([H])C,3
CHEMBL413,SIROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,[13*][C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H]([15*])C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H]([15*])C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,[H][C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H]([H])C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H]([H])C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,49
CHEMBL269732,TACROLIMUS ANHYDROUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,[8*]CC=C,[H]CC=C,3
CHEMBL269732,TACROLIMUS ANHYDROUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,[13*][C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@H]([C@@H]([15*])C[C@@H](C)C/C(C)=C/[C@@H]([15*])C(=O)C[C@H](O)[C@H]1C)[C@@H]([15*])C[C@H]2C,[H][C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@H]([C@@H]([H])C[C@@H](C)C/C(C)=C/[C@@H]([H])C(=O)C[C@H](O)[C@H]1C)[C@@H]([H])C[C@H]2C,38
CHEMBL269732,TACROLIMUS ANHYDROUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,[15*][C@@H]1CC[C@@H](O)[C@H]([15*])C1,[H][C@@H]1CC[C@@H](O)[C@H]([H])C1,7
CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,[5*]N1c2ccccc2CCc2ccc(Cl)cc21,[H]N1c2ccccc2CCc2ccc(Cl)cc21,16
CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,[4*]CCC[4*],[H]CCC[H],3
CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,[5*]N(C)C,[H]N(C)C,3
CHEMBL416,METHOXSALEN,COc1c2occc2cc2ccc(=O)oc12,[16*]c1c2occc2cc2ccc(=O)oc12,[H]c1c2occc2cc2ccc(=O)oc12,14
CHEMBL17,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,16
CHEMBL18,ETHOXZOLAMIDE,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,[16*]c1ccc2nc(S(N)(=O)=O)sc2c1,[H]c1ccc2nc(S(N)(=O)=O)sc2c1,13
CHEMBL417,EPIRUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,[6*]C(=O)CO,[H]C(=O)CO,4
CHEMBL417,EPIRUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,[13*][C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,[H][C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,9
CHEMBL417,EPIRUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,[3*]O[C@H]1C[C@@]([15*])(O)Cc2c(O)c3c(c(O)c21)C(=O)c1c([16*])cccc1C3=O,[H]O[C@H]1C[C@@]([H])(O)Cc2c(O)c3c(c(O)c21)C(=O)c1c([H])cccc1C3=O,24
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,14
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,[1*]C(C)=O,[H]C(C)=O,3
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,[14*]c1nnc(S(N)(=O)=O)s1,[H]c1nnc(S(N)(=O)=O)s1,9
CHEMBL419,MAFENIDE,NCc1ccc(S(N)(=O)=O)cc1,[16*]c1ccc(S(N)(=O)=O)cc1,[H]c1ccc(S(N)(=O)=O)cc1,10
CHEMBL21,SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,11
CHEMBL420,GUANABENZ,N=C(N)N/N=C/c1c(Cl)cccc1Cl,N=C(N)N/N=C/c1c(Cl)cccc1Cl,N=C(N)N/N=C/c1c(Cl)cccc1Cl,14
CHEMBL22,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[16*]c1cc([16*])c([16*])c([16*])c1,[H]c1cc([H])c([H])c([H])c1,6
CHEMBL22,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,[16*]c1cnc(N)nc1N,[H]c1cnc(N)nc1N,8
CHEMBL6966,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,[4*]CCCC([8*])(C#N)C(C)C,[H]CCCC([H])(C#N)C(C)C,9
CHEMBL6966,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,[16*]c1ccc([16*])c([16*])c1,[H]c1ccc([H])c([H])c1,6
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,[12*]S(=O)(=O)c1ccc(/N=N/c2ccc(O)c([16*])c2)cc1,[H]S(=O)(=O)c1ccc(/N=N/c2ccc(O)c([H])c2)cc1,18
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,[14*]c1ccccn1,[H]c1ccccn1,6
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL6466,COUMARIN,O=c1ccc2ccccc2o1,O=c1ccc2ccccc2o1,O=c1ccc2ccccc2o1,11
CHEMBL23,DILTIAZEM,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,[1*]C(C)=O,[H]C(C)=O,3
CHEMBL23,DILTIAZEM,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL23,DILTIAZEM,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,[5*]N(C)C,[H]N(C)C,3
CHEMBL23,DILTIAZEM,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,[4*]CCN1C(=O)[C@H]([15*])[C@H]([13*])Sc2ccccc21,[H]CCN1C(=O)[C@H]([H])[C@H]([H])Sc2ccccc21,14
CHEMBL24,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[8*]CC(N)=O,[H]CC(N)=O,4
CHEMBL24,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL24,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[4*]CC(O)C[4*],[H]CC(O)C[H],4
CHEMBL24,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[4*]C(C)C,[H]C(C)C,3
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,[1*]C(C)=O,[H]C(C)=O,3
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,[16*]c1ccccc1[16*],[H]c1ccccc1[H],6
CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[5*]N1CCN(C)CC1,[H]N1CCN(C)CC1,7
CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[8*]C(F)(F)F,[H]C(F)(F)F,4
CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[4*]CCC[4*],[H]CCC[H],3
CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[5*]N1c2ccccc2Sc2ccc([16*])cc21,[H]N1c2ccccc2Sc2ccc([H])cc21,14
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,[15*]C1CC1,[H]C1CC1,3
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,[4*]CC(O)C[4*],[H]CC(O)C[H],4
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,[4*]C(C)C,[H]C(C)C,3
CHEMBL425,OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,[16*]c1cc(/N=N/c2ccc(O)c([16*])c2)ccc1O,[H]c1cc(/N=N/c2ccc(O)c([H])c2)ccc1O,16
CHEMBL425,OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,[16*]c1cccc2ccccc12,[H]c1cccc2ccccc12,10
CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,[4*]CC(O)C[4*],[H]CC(O)C[H],4
CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,[4*]C(C)C,[H]C(C)C,3
CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,[1*]C(C)=O,[H]C(C)=O,3
CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,[4*]CC(O)C[4*],[H]CC(O)C[H],4
CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,[4*]C(C)C,[H]C(C)C,3
CHEMBL427,MECHLORETHAMINE,CN(CCCl)CCCl,[4*]CCCl,[H]CCCl,3
CHEMBL29,PENICILLIN G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL29,PENICILLIN G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,[13*][C@@H]1N2C(=O)[C@@H]([15*])[C@H]2SC1(C)C,[H][C@@H]1N2C(=O)[C@@H]([H])[C@H]2SC1(C)C,10
CHEMBL29,PENICILLIN G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL29,PENICILLIN G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,[1*]C(=O)C[8*],[H]C(=O)C[H],3
CHEMBL428,TROVAFLOXACIN,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[16*]c1ccc(F)cc1F,[H]c1ccc(F)cc1F,8
CHEMBL428,TROVAFLOXACIN,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[9*]n1cc([16*])c(=O)c2cc(F)c([14*])nc21,[H]n1cc([H])c(=O)c2cc(F)c([H])nc21,12
CHEMBL428,TROVAFLOXACIN,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[5*]N1C[C@@H]2[C@@H](N)[C@@H]2C1,[H]N1C[C@@H]2[C@@H](N)[C@@H]2C1,7
CHEMBL428,TROVAFLOXACIN,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL30,CIMETIDINE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,[14*]c1nc[nH]c1C,[H]c1nc[nH]c1C,6
CHEMBL30,CIMETIDINE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,[4*]CC/N=C(\NC)NC#N,[H]CC/N=C(\NC)NC#N,9
CHEMBL31,GATIFLOXACIN,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL31,GATIFLOXACIN,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[15*]C1CC1,[H]C1CC1,3
CHEMBL31,GATIFLOXACIN,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[5*]N1CCNC(C)C1,[H]N1CCNC(C)C1,7
CHEMBL31,GATIFLOXACIN,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[9*]n1cc([16*])c(=O)c2cc(F)c([16*])c([16*])c21,[H]n1cc([H])c(=O)c2cc(F)c([H])c([H])c21,12
CHEMBL429,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL429,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,[4*]C(C)CC[8*],[H]C(C)CC[H],4
CHEMBL429,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,[16*]c1ccc(O)c([16*])c1,[H]c1ccc(O)c([H])c1,7
