canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)C2CCCCN2)C(C)(C)C)CSC1(C)C,CHEMBL1682242,Inhibition,%,93.0,CHEMBL2366517,INH,%,93.0
CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C,CHEMBL1682243,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)[C@@H](C)CC,CHEMBL1682244,Inhibition,%,95.0,CHEMBL2366517,INH,%,95.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)(C)C)C(C)(C)C)CSC1(C)C,CHEMBL1682245,Inhibition,%,95.0,CHEMBL2366517,INH,%,95.0
CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C,CHEMBL1682246,Inhibition,%,96.0,CHEMBL2366517,INH,%,96.0
CCCC(=O)NC(C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1cc(F)c(F)c(F)c1,CHEMBL3349018,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42,CHEMBL1761675,IC50,nM,78.0,CHEMBL2366517,IC50,uM,0.078
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)Nc1cccc(O)c1,CHEMBL1761676,IC50,nM,10000.0,CHEMBL2366517,IC50,uM,10.0
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)NC12NC(=O)C3(OC(C)=O)C4C5CC(C6C5C3C61)C42,CHEMBL1761677,IC50,nM,10000.0,CHEMBL2366517,IC50,uM,10.0
CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42,CHEMBL1761678,IC50,nM,500.0,CHEMBL2366517,IC50,uM,0.5
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42)C(C)C,CHEMBL1761679,IC50,nM,2000.0,CHEMBL2366517,IC50,uM,2.0
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42,CHEMBL1761680,IC50,nM,5000.0,CHEMBL2366517,IC50,uM,5.0
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@]12NC(=O)[C@@]3(O)C4C5CC(C6C5C3C61)C42,CHEMBL1761681,IC50,nM,500.0,CHEMBL2366517,IC50,uM,0.5
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@]12NC(=O)[C@]3(O)C4C5CC(C6C5C3C61)C42,CHEMBL1761682,IC50,nM,10000.0,CHEMBL2366517,IC50,uM,10.0
COC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL1232433,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
COC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)O)C(C)(C)C)c1ccccc1,CHEMBL1761459,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
COC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NNC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL1761460,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL1761461,Inhibition,%,94.0,CHEMBL2366517,INH,%,94.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCN)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL1761462,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCN)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL1761463,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CN)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL1761464,Inhibition,%,72.0,CHEMBL2366517,INH,%,72.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(CO)CO)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL1761465,Inhibition,%,86.0,CHEMBL2366517,INH,%,86.0
CN[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL1761466,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
CCN[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL1761467,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NCc2ccccc2)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL1761468,Inhibition,%,92.0,CHEMBL2366517,INH,%,92.0
CN(C)[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL1761469,Inhibition,%,99.0,CHEMBL2366517,INH,%,99.0
CCN(CC)[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL1761470,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,CHEMBL1783812,IC50,nM,1700.0,CHEMBL2366517,IC50,uM,1.7
CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,CHEMBL1783813,IC50,nM,1700.0,CHEMBL2366517,IC50,uM,1.7
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12.O=C(O)CC(=O)O,CHEMBL1783810,IC50,nM,6000.0,CHEMBL2366517,IC50,uM,6.0
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12.O=C(O)CCCC(=O)O,CHEMBL1783814,IC50,nM,4000.0,CHEMBL2366517,IC50,uM,4.0
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1.O=C(O)CCCC(=O)O,CHEMBL1783815,IC50,nM,4000.0,CHEMBL2366517,IC50,uM,4.0
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.O=C(O)CCCC(=O)O,CHEMBL1783811,IC50,nM,4000.0,CHEMBL2366517,IC50,uM,4.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3C(=O)CO[C@@H]3C2)cc1,CHEMBL1819289,Ki,nM,0.95,CHEMBL2366517,Ki,nM,0.95
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@H](O)CO[C@@H]3C2)cc1,CHEMBL1819290,Ki,nM,0.077,CHEMBL2366517,Ki,nM,0.077
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2[C@H](O)CO[C@@H]2C1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1819291,Ki,nM,0.079,CHEMBL2366517,Ki,nM,0.079
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2[C@H](O)CO[C@@H]2C1)S(=O)(=O)c1ccc(CO)cc1,CHEMBL1819292,Ki,nM,0.06,CHEMBL2366517,Ki,nM,0.06
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@H](OC)CO[C@@H]3C2)cc1,CHEMBL1819293,Ki,nM,0.39,CHEMBL2366517,Ki,nM,0.39
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](O)CO[C@@H]3C2)cc1,CHEMBL1817686,Ki,nM,0.005,CHEMBL2366517,Ki,nM,0.005
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2[C@@H](O)CO[C@@H]2C1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1819294,Ki,nM,0.006,CHEMBL2366517,Ki,nM,0.006
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](OC)CO[C@@H]3C2)cc1,CHEMBL1819295,Ki,nM,0.006,CHEMBL2366517,Ki,nM,0.006
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@H](C)CO[C@@H]3C2)cc1,CHEMBL1819296,Ki,nM,0.16,CHEMBL2366517,Ki,nM,0.16
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](C)CO[C@@H]3C2)cc1,CHEMBL1819297,Ki,nM,0.017,CHEMBL2366517,Ki,nM,0.017
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@H](N(C)C)CO[C@@H]3C2)cc1,CHEMBL1819298,Ki,nM,12.5,CHEMBL2366517,Ki,nM,12.5
C[C@@H]1Cc2ccc(C(F)(F)F)cc2S(=O)(=O)N(C[C@H](O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1834577,Inhibition,%,,CHEMBL2366517,INH,,
C[C@@H]1Cc2cc(C(F)(F)F)ccc2S(=O)(=O)N(C[C@H](O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1834576,Inhibition,%,,CHEMBL2366517,INH,,
C[C@@H]1Cc2cc(F)ccc2S(=O)(=O)N(C[C@H](O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1834575,Inhibition,%,,CHEMBL2366517,INH,,
C[C@@H]1Cc2ccccc2S(=O)(=O)N(C[C@H](O)[C@@H](Cc2ccccc2)NC(=O)Oc2ccccc2)C1,CHEMBL1834574,Inhibition,%,,CHEMBL2366517,INH,,
CCOC(=O)N[C@H](Cc1ccccc1)[C@@H](O)CN1C[C@H](C)Cc2ccccc2S1(=O)=O,CHEMBL1835933,Inhibition,%,,CHEMBL2366517,INH,,
C=CCOC(=O)N[C@H](Cc1ccccc1)[C@@H](O)CN1C[C@H](C)Cc2ccccc2S1(=O)=O,CHEMBL1835932,Inhibition,%,,CHEMBL2366517,INH,,
C[C@H]1Cc2cc(F)ccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccccc3)C(=O)O2)C1,CHEMBL1835931,Ki,nM,30.0,CHEMBL2366517,Ki,nM,30.0
O=C1N[C@@H](Cc2ccccc2)[C@@H](CN2CCCc3ccccc3S2(=O)=O)O1,CHEMBL1835930,Inhibition,%,,CHEMBL2366517,INH,,
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCCc2ccccc2S1(=O)=O,CHEMBL1835929,Ki,nM,470.0,CHEMBL2366517,Ki,nM,470.0
C[C@H]1Cc2ccccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1835928,Ki,nM,29.0,CHEMBL2366517,Ki,nM,29.0
C[C@@H]1Cc2ccccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1835927,Ki,nM,1000.0,CHEMBL2366517,Ki,nM,1000.0
COc1ccc2c(c1)C[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)S2(=O)=O,CHEMBL1835926,Ki,nM,19.0,CHEMBL2366517,Ki,nM,19.0
C[C@H]1Cc2ccc(C(F)(F)F)cc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1835925,Ki,nM,100.0,CHEMBL2366517,Ki,nM,100.0
C[C@H]1Cc2cc(C(F)(F)F)ccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1835924,Ki,nM,186.0,CHEMBL2366517,Ki,nM,186.0
C[C@H]1Cc2cc(F)ccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,CHEMBL1835923,Ki,nM,20.0,CHEMBL2366517,Ki,nM,20.0
C[C@H]1Cc2ccccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Oc2ccccc2)C1,CHEMBL1835922,Ki,nM,350.0,CHEMBL2366517,Ki,nM,350.0
CCOC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@@H](C)Cc2ccccc2S1(=O)=O,CHEMBL1835921,Ki,nM,34.0,CHEMBL2366517,Ki,nM,34.0
C=CCOC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@@H](C)Cc2ccccc2S1(=O)=O,CHEMBL1835837,Ki,nM,27.0,CHEMBL2366517,Ki,nM,27.0
COc1ccc2c(c1)C[C@@H](C)CN(C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)S2(=O)=O,CHEMBL1834578,Inhibition,%,,CHEMBL2366517,INH,,
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(F)cc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957063,Ki,nM,5.8,CHEMBL2366517,Ki,nM,5.8
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(Cl)cc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957064,Ki,nM,6.4,CHEMBL2366517,Ki,nM,6.4
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(C(C)=O)cc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957065,Ki,nM,5.8,CHEMBL2366517,Ki,nM,5.8
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(SC)cc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957066,Ki,nM,7.4,CHEMBL2366517,Ki,nM,7.4
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957067,Ki,nM,5.2,CHEMBL2366517,Ki,nM,5.2
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(OC)c(C)c3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957068,Ki,nM,1.8,CHEMBL2366517,Ki,nM,1.8
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(C(=O)O)cc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957069,Ki,nM,1.9,CHEMBL2366517,Ki,nM,1.9
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3cccc(O)c3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957070,Ki,nM,4.3,CHEMBL2366517,Ki,nM,4.3
COC(=O)c1cccc(-c2ccc(C[C@H](NC(=O)O[C@H]3CCOC3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)cc2)c1,CHEMBL1957071,Ki,nM,1.6,CHEMBL2366517,Ki,nM,1.6
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3cccc(C#N)c3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957072,Ki,nM,8.1,CHEMBL2366517,Ki,nM,8.1
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccsc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1955878,Ki,nM,3.5,CHEMBL2366517,Ki,nM,3.5
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3cccnc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957073,Ki,nM,1.6,CHEMBL2366517,Ki,nM,1.6
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccncc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,CHEMBL1957074,Ki,nM,3.8,CHEMBL2366517,Ki,nM,3.8
CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1957075,Ki,nM,1.98,CHEMBL2366517,Ki,nM,1.98
CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(-c2cccnc2)cc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1957076,Ki,nM,0.33,CHEMBL2366517,Ki,nM,0.33
CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(-c2ccncc2)cc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1957077,Ki,nM,0.086,CHEMBL2366517,Ki,nM,0.086
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@H](NC(C)=O)CO[C@@H]3C2)cc1,CHEMBL1958480,Ki,nM,0.0074,CHEMBL2366517,Ki,pM,7.4
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](NC(C)=O)CO[C@@H]3C2)cc1,CHEMBL1958481,Ki,nM,0.0075,CHEMBL2366517,Ki,pM,7.5
COC(=O)N[C@@H]1CO[C@@H]2C[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)C[C@H]12,CHEMBL1958482,Ki,nM,0.0018,CHEMBL2366517,Ki,pM,1.8
COC(=O)N[C@H]1CO[C@@H]2C[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)C[C@H]12,CHEMBL1958483,Ki,nM,0.004,CHEMBL2366517,Ki,pM,4.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@H](NS(C)(=O)=O)CO[C@@H]3C2)cc1,CHEMBL1958484,Ki,nM,0.032,CHEMBL2366517,Ki,pM,32.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](NS(C)(=O)=O)CO[C@@H]3C2)cc1,CHEMBL1958485,Ki,nM,0.18,CHEMBL2366517,Ki,pM,180.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](OC(=O)N(C)C)CO[C@@H]3C2)cc1,CHEMBL1958486,Ki,nM,0.02,CHEMBL2366517,Ki,pM,20.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3[nH]ccc3c2)cc1OC,CHEMBL2017307,IC50,nM,1000.0,CHEMBL2366517,IC50,uM,1.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3c(ccn3C)c2)cc1OC,CHEMBL2017308,IC50,nM,1000000.0,CHEMBL2366517,IC50,uM,1000.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3c(ccn3Cc3ccccc3)c2)cc1OC,CHEMBL2017309,IC50,nM,1000000.0,CHEMBL2366517,IC50,uM,1000.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3occc3c2)cc1OC,CHEMBL2017310,IC50,nM,130000.0,CHEMBL2366517,IC50,uM,130.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3sccc3c2)cc1OC,CHEMBL2017311,IC50,nM,60.0,CHEMBL2366517,IC50,uM,0.06
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O[Si](C)(C)C(C)(C)C)C[C@H]1O[Si](C)(C)C(C)(C)C)Cc1ccc(Br)cc1)C(C)(C)C,CHEMBL2030944,Ki,nM,760.0,CHEMBL2366517,Ki,nM,760.0
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O[Si](C)(C)C(C)(C)C)C[C@@H]1O[Si](C)(C)C(C)(C)C)Cc1ccc(Br)cc1)C(C)(C)C,CHEMBL2030945,Ki,nM,800.0,CHEMBL2366517,Ki,nM,800.0
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(Br)cc1)C(C)(C)C,CHEMBL2030946,Ki,nM,2.1,CHEMBL2366517,Ki,nM,2.1
COC(=O)N[C@H](C(=O)NN(CC[C@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(Br)cc1)C(C)(C)C,CHEMBL2030947,Ki,nM,1200.0,CHEMBL2366517,Ki,nM,1200.0
COC(=O)N[C@H](C(=O)NN(CC[C@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@@H]1O)Cc1ccc(Br)cc1)C(C)(C)C,CHEMBL2030948,Ki,nM,940.0,CHEMBL2366517,Ki,nM,940.0
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@@H]1O)Cc1ccc(Br)cc1)C(C)(C)C,CHEMBL2030949,Ki,nM,6.4,CHEMBL2366517,Ki,nM,6.4
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C,CHEMBL2030950,Ki,nM,1.7,CHEMBL2366517,Ki,nM,1.7
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@@H]1O)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C,CHEMBL2030951,Ki,nM,2.0,CHEMBL2366517,Ki,nM,2.0
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(-c2cccnc2)cc1)C(C)(C)C,CHEMBL2030952,Ki,nM,0.8,CHEMBL2366517,Ki,nM,0.8
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@@H]1O)Cc1ccc(-c2cccnc2)cc1)C(C)(C)C,CHEMBL2030953,Ki,nM,0.7,CHEMBL2366517,Ki,nM,0.7
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(-c2ccncc2)cc1)C(C)(C)C,CHEMBL2030954,Ki,nM,0.4,CHEMBL2366517,Ki,nM,0.4
COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@@H]1O)Cc1ccc(-c2ccncc2)cc1)C(C)(C)C,CHEMBL2030955,Ki,nM,1.7,CHEMBL2366517,Ki,nM,1.7
